source_domain,chart,region,date,position,title,artist,url,scraped_at
en.wikipedia.org,List of best-selling singles,,,7,""" Flowers """,Miley Cyrus,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,8,""" Cruel Summer """,Taylor Swift,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,9,""" Dance Monkey """,Tones and I,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,10,""" Beautiful Things """,Benson Boone,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,11,""" Calm Down """,Rema and Selena Gomez,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,12,""" Kill Bill """,SZA,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,13,""" Espresso """,Sabrina Carpenter,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,14,""" Die for You """,The Weeknd and Ariana Grande,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,15,""" Butter """,BTS,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,16,""" Heat Waves """,Glass Animals,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,17,""" Drivers License """,Olivia Rodrigo,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,18,""" Peaches """,Justin Bieber featuring Daniel Caesar and Giveon,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,19,""" Lose Control """,Teddy Swims,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,20,""" The Box """,Roddy Ricch,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,21,""" Roses """,Saint Jhn,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,22,""" Don't Start Now """,Dua Lipa,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,23,""" Good 4 U """,Olivia Rodrigo,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,24,""" Montero (Call Me by Your Name) """,Lil Nas X,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,25,""" Life Is Good """,Future featuring Drake,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,26,""" Birds of a Feather """,Billie Eilish,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,27,""" A Bar Song (Tipsy) """,Shaboozey,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" The Ballad of the Green Berets """,Barry Sadler,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Hey Jude """,The Beatles,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Sugar, Sugar """,The Archies,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Vogue """,Madonna,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Killing Me Softly """,Fugees,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" My Heart Will Go On """,Celine Dion,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Girlfriend """,Avril Lavigne,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Lollipop """,Lil Wayne,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Poker Face """,Lady Gaga,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Tik Tok """,Kesha,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Just the Way You Are """,Bruno Mars,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Call Me Maybe """,Carly Rae Jepsen,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Happy """,Pharrell Williams,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" See You Again """,Wiz Khalifa featuring Charlie Puth,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" One Dance """,Drake featuring Wizkid and Kyla,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Shape of You """,Ed Sheeran,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Havana """,Camila Cabello featuring Young Thug,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Bad Guy """,Billie Eilish,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Save Your Tears """,The Weeknd,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" As It Was """,Harry Styles,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Flowers """,Miley Cyrus,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Beautiful Things """,Benson Boone,,2025-11-22T14:10:33.730264+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" White Christmas """,Bing Crosby,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,2,""" Something About the Way You Look Tonight ""/"" Candle in the Wind 1997 """,Elton John,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,3,""" Silent Night """,Bing Crosby,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,4,""" Petit Papa Noël """,Tino Rossi,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,5,""" Rock Around the Clock """,Bill Haley & His Comets,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,6,""" I Will Always Love You """,Whitney Houston,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,7,""" It's Now or Never """,Elvis Presley,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,8,""" We Are the World """,USA for Africa,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,9,""" If I Didn't Care """,The Ink Spots,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,10,""" My Heart Will Go On """,Celine Dion,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,11,""" All I Want for Christmas Is You """,Mariah Carey,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,12,""" Yes Sir, I Can Boogie """,Baccara,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,13,""" (Everything I Do) I Do It for You """,Bryan Adams,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,14,""" I Will Survive """,Gloria Gaynor,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,15,""" You're the One That I Want """,John Travolta and Olivia Newton-John,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Wind of Change """,Scorpions,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,2,""" Bei Mir Bist Du Schön """,The Andrews Sisters,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,3,""" Sweet Mother """,Prince Nico Mbarga,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,4,""" Sukiyaki """,Kyu Sakamoto,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,5,""" Rudolph the Red-Nosed Reindeer """,Gene Autry,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,6,""" Dragostea din tei """,O-Zone,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,7,""" I Want to Hold Your Hand """,The Beatles,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,8,""" Time to Say Goodbye """,Andrea Bocelli and Sarah Brightman,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,9,""" Y.M.C.A. """,Village People,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,10,""" Do They Know It's Christmas? """,Band Aid,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,11,""" Macarena """,Los del Río,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,12,""" Believe """,Cher,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,13,""" Kung Fu Fighting """,Carl Douglas,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,14,""" Rock Your Baby """,George McCrae,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,15,""" Paper Doll """,Mills Brothers,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,16,""" The Last Farewell """,Roger Whittaker,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,17,""" Fernando """,ABBA,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,18,""" Wabash Cannonball """,Roy Acuff,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,19,""" Diana """,Paul Anka,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,20,""" Un-Break My Heart """,Toni Braxton,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,21,""" My Sweet Lord """,George Harrison,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,22,""" Chirpy Chirpy Cheep Cheep """,Middle of the Road,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,23,""" I'm a Believer """,The Monkees,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,24,""" Tennessee Waltz """,Patti Page,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,25,""" Earth Angel """,The Penguins,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,26,""" Hound Dog """,Elvis Presley,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,27,""" A Whiter Shade of Pale """,Procol Harum,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,28,""" Rivers of Babylon """,Boney M.,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,29,""" ...Baby One More Time """,Britney Spears,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,30,""" My Sharona """,The Knack,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" All I Want for Christmas Is You """,Mariah Carey,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,2,""" Candle in the Wind 1997 """,Elton John,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,3,""" Don't Stop Believin ' """,Journey,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,4,""" Billie Jean """,Michael Jackson,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,5,""" Last Christmas """,Wham!,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,6,""" Bohemian Rhapsody """,Queen,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,7,""" Smells Like Teen Spirit """,Nirvana,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,8,""" Thunderstruck """,AC/DC,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,9,""" Africa """,Toto,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,10,""" Thriller """,Michael Jackson,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,11,""" I Will Always Love You """,Whitney Houston,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,12,""" Livin' on a Prayer """,Bon Jovi,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,13,""" Iris """,Goo Goo Dolls,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,14,""" I Wanna Dance with Somebody (Who Loves Me) """,Whitney Houston,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,15,""" Back in Black """,AC/DC,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,16,""" Beat It """,Michael Jackson,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,17,""" We Will Rock You """,Queen,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,18,""" Another One Bites the Dust """,Queen,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,19,""" Careless Whisper """,George Michael,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,20,""" You Shook Me All Night Long """,AC/DC,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,21,""" My Heart Will Go On """,Celine Dion,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,22,""" September ""","Earth, Wind & Fire",,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,23,""" Rockin' Around the Christmas Tree """,Brenda Lee,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,24,""" Highway to Hell """,AC/DC,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,25,""" Ain't No Mountain High Enough """,Marvin Gaye & Tammi Terrell,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,26,""" Eye of the Tiger """,Survivor,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,27,""" ...Baby One More Time """,Britney Spears,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,28,""" Girls Just Want to Have Fun """,Cyndi Lauper,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Spotlight """,Xiao Zhan,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,2,""" Shape of You """,Ed Sheeran,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,3,""" Despacito """,Luis Fonsi featuring Daddy Yankee,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,4,""" Work """,Rihanna featuring Drake,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,5,""" Something Just Like This """,The Chainsmokers and Coldplay,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,6,""" Perfect """,Ed Sheeran,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,7,""" See You Again """,Wiz Khalifa featuring Charlie Puth,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,8,""" Closer """,The Chainsmokers featuring Halsey,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,9,""" Rolling in the Deep """,Adele,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,10,""" Uptown Funk """,Mark Ronson featuring Bruno Mars,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,11,""" Bad Guy """,Billie Eilish,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,12,""" Thinking Out Loud """,Ed Sheeran,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,13,""" Havana """,Camila Cabello featuring Young Thug,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,14,""" Old Town Road """,Lil Nas X featuring Billy Ray Cyrus,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,15,""" Call Me Maybe """,Carly Rae Jepsen,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,16,""" Love Story """,Taylor Swift,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,17,""" Firework """,Katy Perry,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,18,""" Someone like You """,Adele,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,19,""" Needed Me """,Rihanna,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,20,""" Señorita """,Shawn Mendes and Camila Cabello,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,21,""" God's Plan """,Drake,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,22,""" Waka Waka (This Time for Africa) """,Shakira featuring Freshlyground,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,23,""" Roar """,Katy Perry,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Blurred Lines """,Robin Thicke featuring T.I. and Pharrell,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,2,""" Moves like Jagger """,Maroon 5 featuring Christina Aguilera,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,3,""" Tik Tok """,Kesha,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,4,""" Poker Face """,Lady Gaga,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,5,""" Happy """,Pharrell Williams,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,6,""" Sugar """,Maroon 5,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,7,""" Sunflower """,Post Malone and Swae Lee,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,8,""" Thrift Shop """,Macklemore and Ryan Lewis featuring Wanz,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,9,""" 7 Rings """,Ariana Grande,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,10,""" Lean On """,Major Lazer & DJ Snake featuring MØ,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,11,""" California Gurls """,Katy Perry featuring Snoop Dogg,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,12,""" E.T. """,Katy Perry featuring Kanye West,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,13,""" Somebody That I Used to Know """,Gotye featuring Kimbra,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,14,""" Dark Horse """,Katy Perry featuring Juicy J,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,15,""" Love Me like You Do """,Ellie Goulding,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,16,""" One Dance """,Drake featuring Wizkid and Kyla,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,17,""" Just the Way You Are """,Bruno Mars,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,18,""" Hello """,Adele,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,19,""" All of Me """,John Legend,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,20,""" I'm Yours """,Jason Mraz,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,21,""" Right Round """,Flo Rida featuring Kesha,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,22,""" Low """,Flo Rida featuring T-Pain,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,23,""" Bad Romance """,Lady Gaga,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,24,""" Teenage Dream """,Katy Perry,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,25,""" Girls Like You """,Maroon 5 featuring Cardi B,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,26,""" Love Yourself """,Justin Bieber,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,27,""" Dance Monkey """,Tones and I,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,28,""" Wake Me Up """,Avicii featuring Aloe Blacc,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,29,""" Cheap Thrills """,Sia featuring Sean Paul,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,30,""" All About That Bass """,Meghan Trainor,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,31,"""Be Apart""",Tia Ray,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,32,""" Let It Go """,Idina Menzel,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,33,""" Sorry """,Justin Bieber,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,34,""" 7 Years """,Lukas Graham,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,35,""" I Don't Care """,Ed Sheeran and Justin Bieber,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,36,""" Shallow """,Lady Gaga and Bradley Cooper,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,37,""" Don't Let Me Down """,The Chainsmokers featuring Daya,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,38,""" Grenade """,Bruno Mars,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,39,""" I Took a Pill in Ibiza """,Mike Posner,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,40,""" Hips Don't Lie """,Shakira featuring Wyclef Jean,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,41,""" Just Dance """,Lady Gaga featuring Colby O'Donis,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,42,""" Royals """,Lorde,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Blinding Lights """,The Weeknd,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,2,""" Save Your Tears """,The Weeknd,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,3,""" Stay """,The Kid Laroi and Justin Bieber,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,4,""" As It Was """,Harry Styles,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,5,""" Levitating """,Dua Lipa,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,6,""" Bad Habits """,Ed Sheeran,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,7,""" Flowers """,Miley Cyrus,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,8,""" Cruel Summer """,Taylor Swift,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,9,""" Dance Monkey """,Tones and I,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,10,""" Beautiful Things """,Benson Boone,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,11,""" Calm Down """,Rema and Selena Gomez,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,12,""" Kill Bill """,SZA,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,13,""" Espresso """,Sabrina Carpenter,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,14,""" Die for You """,The Weeknd and Ariana Grande,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,15,""" Butter """,BTS,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,16,""" Heat Waves """,Glass Animals,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,17,""" Drivers License """,Olivia Rodrigo,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,18,""" Peaches """,Justin Bieber featuring Daniel Caesar and Giveon,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,19,""" Lose Control """,Teddy Swims,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,20,""" The Box """,Roddy Ricch,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,21,""" Roses """,Saint Jhn,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,22,""" Don't Start Now """,Dua Lipa,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,23,""" Good 4 U """,Olivia Rodrigo,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,24,""" Montero (Call Me by Your Name) """,Lil Nas X,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,25,""" Life Is Good """,Future featuring Drake,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,26,""" Birds of a Feather """,Billie Eilish,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,27,""" A Bar Song (Tipsy) """,Shaboozey,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" The Ballad of the Green Berets """,Barry Sadler,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Hey Jude """,The Beatles,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Sugar, Sugar """,The Archies,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Vogue """,Madonna,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Killing Me Softly """,Fugees,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" My Heart Will Go On """,Celine Dion,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Girlfriend """,Avril Lavigne,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Lollipop """,Lil Wayne,,2025-12-08T08:00:18.670801+00:00
en.wikipedia.org,List of best-selling singles,,,1,""" Poker Face """,Lady Gaga,,2025-12-08T08:00:18.670801+00:00
