source,domain,chart,region,date,position,title,artist,url,scraped_at
billboard,billboard.com,billboard-200,,2025-11-08,12,"You'll Be Alright, Kid",Alex Warren,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,13,Debi Tirar Mas Fotos,Bad Bunny,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,14,Stick Season,Noah Kahan,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,15,Short n' Sweet,Sabrina Carpenter,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,16,Deadbeat,Tame Impala,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,17,So Close To What,Tate McRae,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,18,Dangerous: The Double Album,Morgan Wallen,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,19,Hit Me Hard And Soft,Billie Eilish,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,20,Take Care,Drake,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,21,Rumours,Fleetwood Mac,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,22,MASA,YoungBoy Never Broke Again,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,23,I Barely Know Her,sombr,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,24,Hamilton: An American Musical,Original Broadway Cast,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,25,30 Number One Hits,Jason Aldean,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,26,Nebraska,Bruce Springsteen,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,27,+-=÷x (Tour Collection),Ed Sheeran,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,28,$ome $exy $ongs 4 U,PARTYNEXTDOOR & Drake,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,29,Un Verano Sin Ti,Bad Bunny,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,30,Thriller,Michael Jackson,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,31,The Tortured Poets Department,Taylor Swift,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,32,The Rise And Fall Of A Midwest Princess,Chappell Roan,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,33,$ad Boyz 4 Life II,Junior H,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,34,Swag,Justin Bieber,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,35,The Last Wun,Gunna,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,36,"Where I've Been, Isn't Where I'm Going",Shaboozey,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,37,GNX,Kendrick Lamar,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,38,111XPANTIA,Fuerza Regida,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,39,Curtain Call: The Hits,Eminem,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,40,The Action (EP),BOYNEXTDOOR,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,41,Folklore,Taylor Swift,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,42,Beautiful Chaos (EP),KATSEYE,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,43,MAYHEM,Lady Gaga,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,44,Diamonds,Elton John,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,45,MUSIC,Playboi Carti,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,46,Submarine,The Marias,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,47,Tim Burton's The Nightmare Before Christmas,Soundtrack,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,48,Sour,Olivia Rodrigo,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,49,Chronicle: The 20 Greatest Hits,Creedence Clearwater Revival,,2025-11-10T09:08:58.768435+00:00
billboard,billboard.com,billboard-200,,2025-11-08,50,Views,Drake,,2025-11-10T09:08:58.768435+00:00
