x,y,cluster,lon,lat
1292.0,251.5,cluster_1_grey,2.719999999999999,72.20217391304348
598.5,250.0,cluster_1_grey,-108.24,72.3913043478261
337.5,243.0,cluster_1_grey,-150.0,73.27391304347826
772.0,268.5,cluster_1_grey,-80.48,70.05869565217391
652.0,235.5,cluster_1_grey,-99.68,74.2195652173913
1308.5,252.5,cluster_1_grey,5.360000000000014,72.07608695652173
2124.5,264.5,cluster_1_grey,135.92000000000002,70.56304347826087
2177.0,247.5,cluster_1_grey,144.32,72.70652173913044
2064.5,252.5,cluster_1_grey,126.32,72.07608695652173
1417.5,219.0,cluster_1_grey,22.80000000000001,76.3
1613.5,349.0,cluster_1_grey,54.16,59.90869565217392
1269.0,240.5,cluster_1_grey,-0.960000000000008,73.5891304347826
955.5,220.56666564941406,cluster_1_grey,-51.120000000000005,76.10246389637823
850.0,288.5,cluster_1_grey,-68.0,67.53695652173913
717.5,249.5,cluster_1_grey,-89.2,72.45434782608696
573.0,218.5,cluster_1_grey,-112.32,76.36304347826086
555.0,330.0,cluster_1_grey,-115.2,62.30434782608695
886.0499877929688,877.1749877929688,cluster_2_green,-62.23200195312501,-6.687281069548234
816.5,869.5,cluster_2_green,-73.36,-5.719565217391306
1393.2978515625,845.4893798828125,cluster_2_green,18.927656250000013,-2.6921392026154933
780.1337890625,736.274658203125,cluster_2_green,-79.17859375,11.078412661345112
1823.204345703125,702.752685546875,cluster_2_green,87.71269531249999,15.305096170176625
1794.1666259765625,649.5,cluster_2_green,83.06666015625001,22.019565217391303
1216.013916015625,635.9722290039062,cluster_2_green,-9.437773437499999,23.725240690811823
792.5,637.0,cluster_2_green,-77.2,23.595652173913045
1238.357177734375,629.7857055664062,cluster_2_green,-5.862851562499998,24.505280602496605
820.309814453125,560.6043090820312,cluster_2_green,-72.7504296875,33.22815233313519
631.0499877929688,547.1749877929688,cluster_2_green,-103.032001953125,34.92141458262568
648.1948852539062,516.4491577148438,cluster_2_green,-100.288818359375,38.79554098378057
1941.1170654296875,512.8138427734375,cluster_2_green,106.57873046875,39.253906780740486
1655.1470947265625,497.1470642089844,cluster_2_green,60.82353515624999,41.229283208432406
1414.4521484375,474.8723449707031,cluster_2_green,22.312343749999997,44.03783476456352
1956.5,464.5,cluster_2_green,109.04000000000002,45.345652173913045
2001.0,444.0,cluster_2_green,116.16000000000003,47.93043478260869
1877.2874755859375,419.5874938964844,cluster_2_green,96.36599609375003,51.00853337826936
1196.0,415.8823547363281,cluster_2_green,-12.639999999999986,51.47570309846297
1381.6883544921875,411.1771240234375,cluster_2_green,17.070136718750007,52.068971318783966
1229.5,408.6176452636719,cluster_2_green,-7.280000000000001,52.39168820588485
2019.0,396.0,cluster_2_green,119.04000000000002,53.982608695652175
1325.13720703125,359.6764831542969,cluster_2_green,8.02195312500001,58.562530384893
