index,source_title,source_artist,spotify_name,spotify_artists,track_id,matches,reason
770,Media,Jahshii,Media,Jahshii;Sonovic,2pDJGnILrr8pN3N4RNHGNt,True,Perfect match
771,All for Swinging You Around,The New Pornographers,All For Swinging You Around,The New Pornographers,63HkkLxSefpYzy1kPrcAOy,True,Perfect match
772,Rain for Sleep,Sound library xl,Rain for Sleep,Sound Library XL,41eE9GmwMuNqbePwc4OP8r,True,Perfect match
773,Dharma,Astrix,Dharma,Astrix,0vrSxYXbexiU1E5snzFsRT,True,Perfect match
774,Dealing with the Devil,Imelda May,Dealing with the Devil,Imelda May,1xGX57W7WQVN5TYEnCdZgo,True,Perfect match
775,Menino Mimado,Criolo,Menino Mimado,Criolo,5v9NU6mZ8sbEUXcyEZeZlw,True,Perfect match
776,Diminitudes,O'Connor,Diminitudes,OConnor,5chSMu0Ff715ngu0TDKwb5,False,Title matches but artist differs: 'O'Connor' vs 'OConnor'
777,Amores De Barra,Ella Baila Sola,Amores de barra,Ella Baila Sola,3hhq0bgUAFOVpU8UTRAOSv,True,Perfect match
778,Heartland,Celtic Thunder,Heartland,Celtic Thunder,1cKV1k0E3pZMLhwDwOYiq8,True,Perfect match
779,Indian Girl,Charly Black,Indian Girl,Charly Black,2q6huuxvfj4X5XDpSJwR9c,True,Perfect match
780,Rise Up,K Lion,Rise Up,K Lion,7xcuZ6it2nDqVUh0B29znm,True,Perfect match
781,Resentment,A Day To Remember,Resentment,A Day To Remember,4UNJIV0ke5g0IMimPbMLbw,True,Perfect match
782,Silver Light,Trampled by Turtles,Silver Light,Trampled by Turtles,2XqqXmfYKFC8z4tj4BXx2q,True,Perfect match
783,Edessäni,Stam1na,Edessäni,Stam1na,1IMwiLAa5jVeoC2JlBuV7e,True,Perfect match
784,Ta min hand - 2005 remastered version,Eldkvarn,Ta min hand - 2005 Remastered Version,Eldkvarn,3dBNL8u19CBVR7XgpZWtCT,True,Perfect match
785,Entre a cruz e a espada,Soweto,Entre A Cruz E A Espada,Soweto,3ozRwP3dqFMC0e2mshZKxG,True,Perfect match
786,That Ole Devil Called Love,Alison Moyet,That Ole Devil Called Love,Alison Moyet,5bLciH0lkrSaMQNNfyguVw,True,Perfect match
787,Rise,Gabrielle,Rise,Gabrielle,4DAxxBU8fQ4uDE2Zc3yz6c,True,Perfect match
788,Marching Season,Yanni,Marching Season,Yanni,6SFNx6xXcRVPvvcxnDvwAa,True,Perfect match
789,Can U Dig It?,Pop Will Eat Itself,Can U Dig It?,Pop Will Eat Itself,7cwxc8ckAY2aVnn8QDQgSi,True,Perfect match
790,Never Kill A Mouse Let It Kill Itself,Hail the Sun,Never Kill a Mouse; Let It Kill Itself,Hail The Sun,59eIQ5AswSWQDrarZtcEyo,True,Perfect match
791,Le Dictionnaire Larousse,Mansfield.TYA,Le dictionnaire Larousse,Mansfield.TYA,1LdJyZDIQmoSZHHiuE3gsb,True,Perfect match
792,Big and Ready,Super Cat,Big and Ready,Super Cat,67JduV2B5renMkmxTqnnT1,True,Perfect match
793,Candy,Lifafa,Candy,Lifafa;Hashback Hashish,3eNVm12Ns8BOk4NqgWcGI4,True,Perfect match
794,A Urgência,Dead Fish,A Urgência,Dead Fish,64tUOtVFZN98cx48rQEW5T,True,Perfect match
795,Üzgünüm Anne,Tepki,Üzgünüm Anne,Tepki,6GU0hoKkcGELLLXIZvrLCW,True,Perfect match
796,Sorma,Can gox,Sorma,Can Gox,0nXs17LnXEqk3rtRMTUjNi,True,Perfect match
797,Wading Through the Crowds,Makoto,Wading Through The Crowds,Makoto;Karina Ramage,6GFVN8mm6JPmEkQk7WHjAB,True,Perfect match
798,Under the Tree,Sam Palladio,Under the Tree,Sam Palladio,370svZM4vWhiPiCe5ccvMs,True,Perfect match
799,Evim,Dolu Kadehi Ters Tut,Evim,Dolu Kadehi Ters Tut,29DAF4DKeSlS8D8ctbDzI1,True,Perfect match
800,Friends,Morten Myklebust,Friends,Morten Myklebust,4qNt7aKMYGvRjLqms8eW7p,True,Perfect match
801,I Had a Dream That We Could Fly,Eredaze,I Had a Dream That We Could Fly,Eredaze,1avGleN0XOB4WXVHSdSmqX,True,Perfect match
802,Sugar Please,The Brothers Comatose,Sugar Please,The Brothers Comatose,5VTLAJuMN3TLWxDlaSgNQ0,True,Perfect match
803,Check Your Time,Westbound Train,Check Your Time,Westbound Train,3aVe7N2RgYAUo7gTq3tYTD,True,Perfect match
804,Vågorna,Uno Svenningsson,Vågorna,Uno Svenningsson,6mPvmqLqpQPgYAfUFKcMeX,True,Perfect match
805,Another Song About the Weekend,A Day To Remember,Another Song About The Weekend,A Day To Remember,2b0X8G7Sx9ej3MOeKsYuhC,True,Perfect match
806,Same Girl,Randy Newman,Same Girl,Randy Newman,4nP86q91nSOxRoIXoPGJB6,True,Perfect match
807,The Cracks Emerge,Germaine Franco,The Cracks Emerge,Germaine Franco,14dwnVjcTuhltezRrJmJPH,True,Perfect match
808,Turbine Blue,Seekae,Turbine Blue,Seekae,6l52jY0f3gnEGq9sWxQEq8,True,Perfect match
809,He Said She Said,CHVRCHES,He Said She Said,CHVRCHES,1vVE2HYDwJKyPqjOnfwisH,True,Perfect match
810,Country Boy,Ricky Skaggs,Country Boy,Ricky Skaggs,7sKv2C005X9L9xl6twWGze,True,Perfect match
811,Steep grade sharp curves / ramblin reprise,Yonder Mountain String Band,"Steep Grade, Sharp Curves / Ramblin' Reprise",Yonder Mountain String Band,6BxKiIIsxnOOfhPDpdS4tb,True,Perfect match
812,Oppussingsobjekt,Cast - Frozen,Oppussingsobjekt,Cast - Frozen,5PO0azYMKoHuZawsOvlj4z,True,Perfect match
813,Finger weg von Sachen ohne Alkohol,Mickie Krause,Finger weg von Sachen ohne Alkohol,Mickie Krause,7GDd5maZp10kjA82B9QICj,True,Perfect match
814,Piya Re Piya Re,Nusrat Fateh Ali Khan,Piya Re Piya Re,Nusrat Fateh Ali Khan,2q3D4sdAMJSJRS9t6oaBRo,True,Perfect match
815,Mos 6581,Carbon Based Lifeforms,Mos 6581,Carbon Based Lifeforms,3JpzqRcjxif901JZKAPLn6,True,Perfect match
816,Scream Bloody Gore,Death,Scream Bloody Gore,Death,7EJZZm3qwQWCOyhDr3oDQs,True,Perfect match
817,Santa Lucía,La Rata Bluesera,Santa Lucía,La Rata Bluesera;Federico Dannemann;Gonzalo Araya,26gpV6aDhhnTa31Qh23hSq,True,Perfect match
818,Olha,Erasmo Carlos,Olha,Erasmo Carlos;Chico Buarque,1Ugz0VZmL522ZI4UrODbB5,True,Perfect match
819,​handmadeGod,Moonspell,HandMadeGod,Moonspell,1cAl2nk24dN10qsR9bYJ1s,True,Perfect match
820,Vixe,BaianaSystem,Vixe,BaianaSystem;Bule Bule,7yEfhrMbfp8XNUrBFM7660,True,Perfect match
821,Camino a La Paloma,Jorge Drexler,Camino a La Paloma,Jorge Drexler,16PU73LgqfTxxwqTmSp6Ch,True,Perfect match
822,Departures N1,Dustin O'Halloran,Departures n1,Dustin O'Halloran,7wP9WrSAnNgJqS48KRPyWs,True,Perfect match
823,Urlaub fürs Gehirn,Callejon,Urlaub fürs Gehirn,Callejon,5OhsGNXNLzKlks9amdXFAw,True,Perfect match
824,Messages,A Flock of Seagulls,Messages,A Flock Of Seagulls,1Bv9hN94N4tWGh7SvpB20a,True,Perfect match
825,Burundanga,Los Amigos Invisibles,Burundanga,Los Amigos Invisibles,5MYEsQRQLp9H82wBUHq8cP,True,Perfect match
826,Ready,Alkaline,Ready,Alkaline,4L89EMHbazaxvMDMb4uZH5,True,Perfect match
827,Ajattomasta unesta,Ensiferum,Ajattomasta Unesta,Ensiferum,5KsU1q8WZT0tudOjG2AF50,True,Perfect match
828,The Need,Mushroomhead,The Need,Mushroomhead,65msMoWzaKwqcSFUeW43y1,True,Perfect match
829,Fanfarria Del Cabrío,Patricio Rey y sus Redonditos de Ricota,Fanfarria del Cabrío,Patricio Rey y sus Redonditos de Ricota,17fO5m9Hl5J9QrsScFrcEF,True,Perfect match
830,Up and Down,The Chesterfield Kings,Up and Down,The Chesterfield Kings,2jvRE2M0qCSiEhRQP3aEUu,True,Perfect match
831,Out my mind,The Skints,Out My Mind,The Skints,41TYxBYt0LIa1a6Do7mZTU,True,Perfect match
832,Retaliate,VNV Nation,Retaliate,VNV Nation,0zx2Dq4YeAAjKcbPSS2DaQ,True,Perfect match
833,El Clavo,Mr Black El Presidente,El Clavo,Mr Black El Presidente,3VahwVqIK9f0S5H4Rp8Zjp,True,Perfect match
834,I Know You,Andrew Lloyd Webber,I Know You,Andrew Lloyd Webber;Helen George;Victoria Hamilton-Barritt,3RUR54BkECnVhHflf67rSt,True,Perfect match
835,Ammunition,Krewella,Ammunition,Krewella,2z5zyZaP6J9sh74mMKytUo,True,Perfect match
836,Moments,Kalash Criminel,Moments,Kalash Criminel;Bigflo & Oli,1L6w6Fi2TMCtEtJBoSPQM0,True,Perfect match
837,Dalfon,Little Symphony,Dalfon,Little Symphony,5EdqBLQrzOgQsHIs7A3fxA,True,Perfect match
838,No Pool Party Tonight,Huntingtons,No Pool Party Tonight,Huntingtons,4qtoKYeuy3YKtuic1iF4g3,True,Perfect match
839,Carina,James Hunter,Carina,James Hunter,2DaWMfNerea2PqBFo4zosb,True,Perfect match
840,HoBo,Charlie Parr,HoBo,Charlie Parr,3pp4T5WWhalBxNKWijBbHA,True,Perfect match
841,History,WAAX,History,WAAX,05mDNHUsh8mb0Du7DXYxag,True,Perfect match
842,As Long As Youre There,Glee Cast,As Long As You're There,Glee Cast,0SSSffzPG01HyGPjFMgQMg,False,Artist matches but title differs: 'As Long As Youre There' vs 'As Long As You're There'
843,Apples and Bananas,Polish Club,Apples and Bananas,Polish Club,4pya7bvVLwv6zVZVRaxLrz,True,Perfect match
844,Tennessee Stud,Doc Watson,Tennessee Stud,Doc Watson,22r3SZfQQtJ8BJBv3Pc4NG,True,Perfect match
845,Little Bit Broken,The Wood Brothers,Little Bit Broken,The Wood Brothers,5obpHgODg8nOr5xxaMxKrg,True,Perfect match
846,3 bröder,Dani M,3 bröder,Dani M;Moncho;Lito;Simon Superti,0YAqJq4IAInEz4OPnGyBXF,True,Perfect match
847,Whatcha Gonna Do About It,Small Faces,What'Cha Gonna Do About It,Small Faces,7FIdJstlFStpFTmNd0Q42b,False,Artist matches but title differs: 'Whatcha Gonna Do About It' vs 'What'Cha Gonna Do About It'
848,Charlie Brown and His All-Stars,George Winston,Charlie Brown and His All-Stars,George Winston,6l58hXPMNIl2pYQP8o6Tkp,True,Perfect match
849,Weit Hinaus,Feine Sahne Fischfilet,Weit hinaus,Feine Sahne Fischfilet,04grraaBZFNw6WwKL69fvL,True,Perfect match
850,Rüya  Gerçek,Stabil,Rüya & Gerçek,Stabil,5ttPhgLuzPJfzFrLPlmJUv,True,Perfect match
851,Falling Slowly,Celtic Thunder,Falling Slowly,Celtic Thunder;Damian McGinty,09eS8ofv5KMKtCIqAo0mnL,True,Perfect match
852,Duvar,Fettah Can,Duvar,Fettah Can,04Vtwjvv0xozQ9YsEXsvOZ,True,Perfect match
853,Me Robaron,Los Crudos,Me Robaron,Los Crudos,4B88nunwGGX1MfrZytxWCL,True,Perfect match
854,Predators,Upon a Burning Body,Predators,Upon A Burning Body,6ghmPHtzLrErgkXju7ZDao,True,Perfect match
855,Confused/Hopeless,Confession,Confused/Hopeless,Confession,7tlePVZSAd5cTxxJNveyNx,True,Perfect match
856,Pedestrian,Grinspoon,Pedestrian,Grinspoon,381UrJYySidrMAIgZB9I8S,True,Perfect match
857,Rain Meditation,Rain sounds,Rain Meditation,Rain Sounds,3szkcoxbTs65qA4cKax7y0,True,Perfect match
858,Burn,Hex Cougar,Burn,Hex Cougar;Pauline Herr,1NPsRg5FZo8FtoSl2p4LWz,True,Perfect match
859,Talk Dirty to Me,Reel Big Fish,Talk Dirty To Me,Reel Big Fish,6B9Tt7pm7ozGgROhZpe2C8,True,Perfect match
860,Drift,Jan Blomqvist,Drift,Jan Blomqvist;Aparde,5SeYB9Q4sbtdgCVfMj8XG7,True,Perfect match
861,Tamara Is A Punk,The Queers,Tamara Is A Punk,The Queers,5zxp37YfQ781NJOVCbJq3J,True,Perfect match
862,That Cannot Die Which Eternally Is Dead,The Black Dahlia Murder,That Cannot Die Which Eternally Is Dead,The Black Dahlia Murder,4CglFxZhBqgr8nUMDjxalT,True,Perfect match
863,My Eagle,Children Collide,My Eagle,Children Collide,17vKUGw04FmNguDxJnLiCy,True,Perfect match
864,Insanlar,Kurban,İnsanlar,Kurban,5ckv3g87dkbraa8lrPKRhW,True,Perfect match
865,So Far So Good... So What,CIV,"So Far, So Good... So What",CIV,3EGq8GRoOntZITLm9OzZyT,True,Perfect match
866,Metsästäjä II Ero,Stam1na,"Metsästäjä, II Ero",Stam1na,3LmG3yaSFHKB4rGtTWScQS,True,Perfect match
867,Elephant Shunned,Jan Blomqvist,Elephant Shunned,Jan Blomqvist,6pYtOQlMif5e0jHCIbhdK3,True,Perfect match
868,Giving,The Acacia Strain,Giving,The Acacia Strain,6Dc7MqxQbXqu9Osv17vOvC,True,Perfect match
869,Bailarina,Miranda!,Bailarina,Miranda!,75tGNsDOC6mMkIzx8AANNS,True,Perfect match
870,Pearls and Tears,Andreas Vollenweider,Pearls and Tears,Andreas Vollenweider;Mark O'Connor;Vanesse Thomas;Lani Groves;Diva Gray;Patti Austin;Walter Keiser;Pedro Haldemann;Christoph Stiefel;Max Lässer;David Lindley,0f0lRTBcGJtunXTpCNmYPD,True,Perfect match
871,Si Tú Me Amas,Il Divo,Si Tú Me Amas,Il Divo,5hWPxzLDgmpK8NnMOBcaBq,True,Perfect match
872,White Wine in the Sun,Tim Minchin,White Wine In The Sun,Tim Minchin,526mDk6dMvJqgtMpsEy8PP,True,Perfect match
873,Valle Moreno,QUITAPENAS,Valle Moreno,QUITAPENAS,4KRAPYoTgdQ6eJCU78F589,True,Perfect match
874,Benmişim,Aspova,Benmişim,Aspova,6jxYjS0eBmhyYbs2wuk3iv,True,Perfect match
875,The Only One,Scooter,The Only One,Scooter,68NW6s726X22J4t8sy7Feo,True,Perfect match
876,Night Rainstorm,Nature Sounds,Night Rainstorm,Nature Sounds,4eoy8Fea209fDhJBDWMMoe,True,Perfect match
877,Hold That Thought,Local H,Hold That Thought,Local H,67mApPt3dL1gDnYcf6dc9V,True,Perfect match
878,Me encantas,Kevin Martes 13,Me Encantas,Kevin Martes 13;Mala Lexe,1JrxuCpVd1eNiWqNmqmI2j,True,Perfect match
879,Você existe em mim,Josh Groban,Você Existe Em Mim,Josh Groban,5s4sjLD7BUMrRvwFLSDUUC,True,Perfect match
880,Kissing My Song,Indochine,Kissing My Song,Indochine,1B1BylhpWOuG6NLKvw7fav,True,Perfect match
881,MULLE MECK,buller,Mulle Meck,buller;LKN;Grayuboi,1PyEDTz3PM0FoXb36KIYZ0,True,Perfect match
882,Somos un corazón,Los solitarios,Somos un corazón,Los Solitarios,5SevxrD3IuTyu4y3YcPrLe,True,Perfect match
883,HERO A, (Yuki Hayashi),HERO A,Yuki Hayashi,6LoC0DAzeIET4iA9gXG2Ly,False,Title matches but artist differs: ' (Yuki Hayashi)' vs 'Yuki Hayashi'
884,Dont Give Up,yaeow,don't give up,yaeow,1fl2pEDROb4TFyqQtV6LBL,False,Artist matches but title differs: 'Dont Give Up' vs 'don't give up'
885,Tattoo,Fabio Brazza,Tattoo,Fabio Brazza;Luccas Carlos;Vulto,65WbRpNqHIlyJ7V8U4yspX,True,Perfect match
886,Invisible,Linkin Park,Invisible,Linkin Park,6OocN63GLU7NF0wHdewhID,True,Perfect match
887,Divinity,Porter Robinson,Divinity,Porter Robinson;Amy Millan,18cCBvygH6yEFDY0cYN3wT,True,Perfect match
888,Visions,Loving,Visions,Loving,1rcxltU3Mzn8gN6Z8ly9Zh,True,Perfect match
889,Sinsemilla,Black Uhuru,Sinsemilla,Black Uhuru;Sly & Robbie,0Qb8jMMKrJiq21YnT6EfeZ,True,Perfect match
890,Cuando Zarpa El Amor,Camela,Cuando zarpa el amor,Camela,0GzQB5WXavUEU8tfTCAd8m,True,Perfect match
891,Good Thing Windin Down,Tyler Childers,Good Thing Windin' down,Tyler Childers,2e3FFYFj3PuH9rMwKmjgYF,True,Perfect match
892,É Quente,Charlie Brown Jr.,É Quente,Charlie Brown Jr.,0ZPl9nB62OHQNMdLphpyps,True,Perfect match
893,Blow Your Trumpets Gabriel,Behemoth,Blow Your Trumpets Gabriel,Behemoth,07zQA8UkyxpmnRhPjHOVOB,True,Perfect match
894,Me Dê Motivo,Tim Maia,Me Dê Motivo,Tim Maia,4AanDau58qmC16r3StYgjF,True,Perfect match
895,To Make It Right,yaeow,To Make It Right,yaeow,0AFlaSWOyEUJ9vrPynu1Ur,True,Perfect match
896,Open Hands,Urban Rescue,Open Hands,Urban Rescue,6Xsayxd27Ez7vcRHAg0Wpt,True,Perfect match
897,Satoshi Nakamoto,Gramatik,Satoshi Nakamoto,Gramatik;Adrian Lau;ProbCause,2uXidnW2mwi9kk4ZWVr0n5,True,Perfect match
898,Gutter Girl,Hot Flash Heat Wave,Gutter Girl,Hot Flash Heat Wave,1sEzuZNasuG8s1OOHwYfN2,True,Perfect match
899,Mother,Enigma,Mother,Enigma;Anggun,0iau0zkwNgee30zzhcYiP5,True,Perfect match
900,Otomo,Bonobo,Otomo,Bonobo;O'Flynn,3VRemRqHZi7qiWzJfc684f,True,Perfect match
901,HALLOMANN,Rammstein,Hallomann,Rammstein,2bHRnMtpXMUmzDHZrAyxne,True,Perfect match
902,Teker Teker,Motive,Teker Teker,Motive,4nA9hQUadaagXUi1GctdVM,True,Perfect match
903,Spies Are Watching Me,Voilaaa,Spies Are Watching Me,Voilaaa;Sir Jean,1UIqpCB0b56K7U0JJPfskN,True,Perfect match
904,Left Behind,Zero 7,Left Behind,Zero 7;José González,5H5cNU45KyPXMlrxTMj2XM,True,Perfect match
905,La Revolución Sexual,La Casa Azul,La Revolución Sexual,La Casa Azul,5zHvsFZoCzLmhbRbYDkg42,True,Perfect match
906,My way,Pascal Junior,My Way,Pascal Junior,6QeKdjO0YGwHr8m0rwDMSh,True,Perfect match
907,Rebirth,Ingested,Rebirth,Ingested,4dIoimQas4pY5JkvDF88B0,True,Perfect match
908,Start of Time,Gabrielle Aplin,Start of Time,Gabrielle Aplin,1WSF2SjtfkV8LjTlF8uCZH,True,Perfect match
909,Massachusetts,Bee Gees,Massachusetts,Bee Gees,2R30N7DHSavVqORsbMApqV,True,Perfect match
910,I Will Be Here for You,Michael W. Smith,I Will Be Here For You,Michael W. Smith,3CO19cTl5zzlWx9GWEpOhD,True,Perfect match
911,Se Eu Te Procurar,Diego & Arnaldo,Se Eu Te Procurar,Diego & Arnaldo,7dYm9m4c51h4IeICvu6b1O,True,Perfect match
912,Forget to Forget,SHY Martin,Forget to Forget,shy martin,4E5IBDRu8kJbzUv1qaZM1t,True,Perfect match
913,Far Away,Yiruma,Far Away,Yiruma,0wf7kzhzmKhyZGVOCfZC5b,True,Perfect match
914,Crying For Love,Sonic Journey,Crying For Love,Sonic Journey,2cFbDTppIxkKRfDltzKGnx,True,Perfect match
915,My Back Pages,The Byrds,My Back Pages,The Byrds,1yexhSDARSLVvRCBU3wDAm,True,Perfect match
916,Holocene,Bon Iver,Holocene,Bon Iver,35KiiILklye1JRRctaLUb4,True,Perfect match
917,Mojito, (Jay Chou),Mojito,Jay Chou,2J42jKkwGqiRsxUYh7FMTm,False,Title matches but artist differs: ' (Jay Chou)' vs 'Jay Chou'
918,Are You Lonesome Tonight?,Elvis Presley,Are You Lonesome Tonight?,Elvis Presley,4xUqqie4bBKufHtlMuZS3k,True,Perfect match
919,No More,DubVision,No More,DubVision,6sgU0FdR0FroEzK1rTdJzi,True,Perfect match
920,Hurry On Now - Boub Remix,Alice Russell,Hurry on Now - Boub Remix,Alice Russell;Boub,0GhD1544tlIhR8iTjyGvQD,True,Perfect match
921,Stephanie Says,The Velvet Underground,Stephanie Says,The Velvet Underground,341b9JIDHZ3oaMVNwS0OsA,True,Perfect match
922,Tequila,The Champs,Tequila,The Champs,020XZ8mDVjzbnmvjL6GKls,True,Perfect match
923,Bare,Wildes,Bare,WILDES,3uvsVUrAaGQJCTEUR1S3Sx,True,Perfect match
924,If You Love Me Really Love Me,Brenda Lee,If You Love Me (Really Love Me),Brenda Lee,1U9n0AGpu9X69SeaMJfs8R,True,Perfect match
925,Stand By Me,Seal,Stand by Me,Seal,5pztwVl6brVgqYjYQ93us6,True,Perfect match
926,Duele el amor,Joan Sebastian,Duele El Amor,Joan Sebastian,6x8bMIpvePQqPKGys91SPx,True,Perfect match
927,Reminder,Moderat,Reminder,Moderat,4NSNSGjEMy4DPPrRoTB9XP,True,Perfect match
928,No Woman No Cry,Bob Marley & The Wailers,No Woman No Cry,Bob Marley & The Wailers,3PQLYVskjUeRmRIfECsL0X,True,Perfect match
929,Xeque Mate,MC Neguinho do Kaxeta,Xeque Mate,MC Neguinho do Kaxeta;Mc Davi;Mc Pedrinho;MC Ryan SP,0LO4oBDJEJKkE6xY2BkAzt,True,Perfect match
930,Samson,Regina Spektor,Samson,Regina Spektor,2JAUBPBVkimRLc5BGhAkfJ,True,Perfect match
931,Let It Go,Colin & Caroline,Let It Go,Colin & Caroline,6r8OnTtDrhKBIIYgzxrnZ1,True,Perfect match
932,Vice Grip,Parkway Drive,Vice Grip,Parkway Drive,0AHHDAHFRaT82UVw5fMr1R,True,Perfect match
933,Demons,Darkest Hour,DEMON(S),Darkest Hour,6t1Bmjef4I067PKxd6CRlQ,False,Artist matches but title differs: 'Demons' vs 'DEMON(S)'
934,New Wine,Hillsong Worship,New Wine,Hillsong Worship,1GHiyg8UOFAHavQJ7EWI34,True,Perfect match
935,Querida,Juan Gabriel,Querida,Juan Gabriel;Juanes,0ctucPlIsYbNGeQuZUAQFe,True,Perfect match
936,Não dá pra Explicar,FBC,Não dá pra Explicar,FBC;VHOOR;Mariana Cavanellas,5u3vBJzLvgJRQXqUFzr2cW,True,Perfect match
937,Fat Old Sun,Pink Floyd,Fat Old Sun,Pink Floyd,5qlckstqDQ2RskL0SJsDYx,True,Perfect match
938,Christ Is Enough,Hillsong Worship,Christ Is Enough,Hillsong Worship;Reuben Morgan,6ylhMPeBV9kF5dYvBAO2tQ,True,Perfect match
939,Khulke Jeene Ka,A.R. Rahman,Khulke Jeene Ka,A.R. Rahman;Arijit Singh;Shashaa Tirupati,1XFZMenJ30FfGOsj8X5sqf,True,Perfect match
940,​bluebonnets,Austin George,bluebonnets,Austin George,0bIHWAGW7gahdRc4JP2Eup,True,Perfect match
941,Angels,Within Temptation,Angels,Within Temptation,4QWLhGVitrCCysR3ugX9Xw,True,Perfect match
942,I Against I,Massive Attack,I Against I,Massive Attack;Mos Def,07L2b1rNFcywc0coZYUzeV,True,Perfect match
943,Dhadak Title Track,Ajay Gogavale,Dhadak Title Track,Ajay Gogavale;Shreya Ghoshal,6Gx3Ry4ORogdMibbdITOuN,True,Perfect match
944,Hard Rock Hallelujah,Lordi,Hard Rock Hallelujah,Lordi,7sZTvm0Sx8umbyQViTE2Qc,True,Perfect match
945,Idgaf,Sik World,Idgaf,Sik World,3Y6L3oiUydJIGsmk5zHlDO,True,Perfect match
946,​lightning,mehro,lightning,mehro,5tlMPoBvqEWIV8XOyM6Zcd,True,Perfect match
947,Rahatımı Bozamam,Ravend,Rahatımı Bozamam,Ravend,4En6idM4o5670zPD5WxiFl,True,Perfect match
948,Fake Love Song,Major RD,Fake Love Song,Major RD;Bagua Records;Neo Beats,3C257gmlEPezuzwp137b22,True,Perfect match
949,The Safety Dance,Men Without Hats,The Safety Dance,Men Without Hats,4UB3TaEGEY9WoOpxYNMgy4,True,Perfect match
950,La loba del mar,El Coyote Y Su Banda Tierra Santa,La Loba del Mar,El Coyote Y Su Banda Tierra Santa,6ozLwDnOkZBN1yir033PyG,True,Perfect match
951,Ultaa Paailaa,Sajjan Raj Vaidya,Ultaa Paailaa,Sajjan Raj Vaidya,7BAkWCHoI417qAdHyy1YUH,True,Perfect match
952,El Impostor,Chancho En Piedra,El Impostor,Chancho En Piedra,0Cz5S00ll33KRLVyZMe8Yi,True,Perfect match
953,Pump the Brakes,Dom Dolla,Pump the Brakes,Dom Dolla,1Gz2E1chOzRyhFXHJYWw8y,True,Perfect match
954,Us,Snavs,Us,Snavs,5f4l3uDDTNNGEtWaXHOIB9,True,Perfect match
955,First Time,M-22,First Time,M-22;Medina,25Mf35cnnFalpVNFp0g3hW,True,Perfect match
956,Haze,Marauda,HAZE,MARAUDA,22qjFE1QRjenJKkd7FFGHv,True,Perfect match
957,Lemon, (Kenshi Yonezu),Lemon,Kenshi Yonezu,7Cd17G3oNQ34OWUwS8ZxfR,False,Title matches but artist differs: ' (Kenshi Yonezu)' vs 'Kenshi Yonezu'
958,Prophecies,Philip Glass,Prophecies,Philip Glass,1QGQ7wB1KZfpbbWNFCaVGm,True,Perfect match
959,Just Awake,"Fear, and Loathing in Las Vegas",Just Awake,"Fear, and Loathing in Las Vegas",1Gqpa08T7eBAvPQj9O9L2Q,True,Perfect match
960,MOP,Borgore,MOP,Borgore;Gucci Mane;THIRTY RACK,7LCe5qMTozrYJIizGmR4Vj,True,Perfect match
961,Palavras no Corpo,Gal Costa,Palavras No Corpo,Gal Costa,1WhWizm70M63k5UVIHX1Fe,True,Perfect match
962,Goat,Thekidszn,Goat,Thekidszn,3zzA325SAVx8AcEvqNUDFM,True,Perfect match
963,Keep Talking,Pink Floyd,Keep Talking,Pink Floyd,0vI64OhYqTo6KYswDlx0yT,True,Perfect match
964,Venom,Bullet for My Valentine,Venom,Bullet For My Valentine,0DfRNaeaJaKoTepzMQIxtg,True,Perfect match
965,The Grand Conjuration,Opeth,The Grand Conjuration,Opeth,5uFU647R2yVxTSvjKk3iSz,True,Perfect match
966,No More,Eddie Vedder,No More,Eddie Vedder,6N8T4RHu7ZerB1dQoZaX6q,True,Perfect match
967,Fire and Light,Actress,Fire and Light,Actress,1d6BkMki9M6K0yp9OLBzOM,True,Perfect match
968,RECON,Justin Stone,RECON,Justin Stone,6bWJ3kPjskTCS2vzPwl9tY,True,Perfect match
969,Crossing Lines,GAMPER & DADONI,Crossing Lines,GAMPER & DADONI;Aiaya,3pLtgOzLrZTVSLBlFmFDwN,True,Perfect match
970,Eyes On Me Eren Jaeger Rap,Rustage,Eyes On Me (Eren Jaeger Rap),Rustage;McGwire,6ZClqpO7xwaNmidrmyLV5S,True,Perfect match
971,Name of Love,cinema staff,Name of Love,cinema staff,1y9QiBBJynizfLbYjHM2Sg,True,Perfect match
972,On Our Way,The Royal Concept,On Our Way,The Royal Concept,3GTXok0dIm0mMqBiVklBYS,True,Perfect match
973,Who the Fuck Are Arctic Monkeys?,Arctic Monkeys,Who The Fuck Are Arctic Monkeys?,Arctic Monkeys,05FVS9qqWq2A82fYCtblkt,True,Perfect match
974,Cutiepie,Pritam,Cutiepie,Pritam;Pardeep Singh Sran;Nakash Aziz,7hXnhouVPnOnFwCGrQMHvB,True,Perfect match
975,Brighter Side of Grey,Five Finger Death Punch,Brighter Side of Grey,Five Finger Death Punch,4tW57waWtNZF2CnhQEjPBq,True,Perfect match
976,Girls,The Prodigy,Girls,The Prodigy,3sR4m7aR5zxendIxV53Thl,True,Perfect match
977,Violets,Josh Golden,Violets,Josh Golden,25ndwd0OLtkQLkFBaS9RjT,True,Perfect match
978,Silence,Weston Estate,Silence,Weston Estate,5tgLkUlAmTR9FhOzVVfIJS,True,Perfect match
979,Reimagined,The Contortionist,Reimagined,The Contortionist,2NVFCFOAfBOUty2tkDinp5,True,Perfect match
980,City of Angels,gavn!,City of Angels,gavn!,0RCgQNZ5SAjPukI3OXquFN,True,Perfect match
